edital_processo,nome_ug,objeto,status,id,produto,unidade,preco_maximo,vl_unit,qtd,vl_total,status,empresa,Valor_Unitario,Valor_Total_Item,Qtd,CNPJ_Vencedor,Nome_da_Empresa
PE 006/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,153483,"SISTEMA DE DRENAGEM DE TÓRAX, Aplicação: para uso hospitalar; Frasco coletor estéril, rígido, graduado e transparente; Capacidade: 500 ou 1000ml; Dreno tubular estéril, em PVC ou silicone grau médico, atóxico, flexível e radiopaco, n° 22; Extensão em PVC ou silicone grau médico, translúcida; Clamp para interrupção de fluxo..",unidade,-,"20,77",4770,"99072,9",Encerrado com Vencedor,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA  (24.218.223/0001-98),20.77,99072.9,4770.0,24.218.223/0001-98,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA
PE 006/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,153489,"SISTEMA DE DRENAGEM DE TÓRAX, Aplicação: para uso hospitalar; Frasco coletor estéril, rígido, graduado e transparente; Capacidade: 2000ml; Dreno tubular estéril, em PVC ou silicone grau médico, atóxico, flexível e radiopaco, n° 38; Extensão em PVC ou silicone grau médico, translúcida; Clamp para interrupção de fluxo.",unidade,-,"31,42",350,10997,Encerrado com Vencedor,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA  (24.218.223/0001-98),31.42,10997.0,350.0,24.218.223/0001-98,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA
PE 006/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,117723,"MÁSCARA, Aplicação: uso hospitalar; Tipo: N95; Descartável; Com tiras ajustáveis.  ",unidade,-,"1,19",300850,"358011,5",Encerrado com Vencedor,K. E. COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA (07.443.753/0001-10),1.19,358011.5,300850.0,07.443.753/0001-10,K E COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA
PE 006/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,153491,"SISTEMA FECHADO DE ASPIRAÇÃO TRAQUEAL, Tipo: Duração 72 horas; Estéril; Descartável; Composto por sonda de aspiração graduada, flexível, transparente, com 54cm de comprimento, ponta arredondada com um orifício central e dois laterais, luva em plástico siliconizada em todo o corpo da sonda; Adaptador em formato de cotovelo ou T, com câmara de limpeza; Com trava, conector de vácuo distal que permite vedação; Tamanho: 10Fr.",unidade,-,"25,9",3100,80290,Encerrado com Vencedor,M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA (28.387.424/0001-70),25.9,80290.0,3100.0,28.387.424/0001-70,M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA
PE 006/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,114276,"DRENO DE SUCÇÃO, Aplicação: para sistema fechado de drenagem; Material: PVC; Estéril, descartável, com dupla conexão, válvula anti-refluxo, cânula de aço na ponta; Tamanho/Capacidade: 3.2mm; Com reservatório transparente, sanfonado e graduado de 600ml. ",unidade,-,"25,5",8580,218790,Encerrado com Vencedor,H2R DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA (19.913.488/0001-76),25.5,218790.0,8580.0,19.913.488/0001-76,HR DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
PE 006/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,153495,"DRENO DE PENROSE, Material: látex natural; Sem gaze; Estéril, flexível, formato tubular, reto, uniforme em toda extensão, paredes finas e maleáveis; Embalagem individual; Tamanho: N° 2",unidade,-,"2,1",9620,20202,Encerrado com Vencedor,K. E. COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA (07.443.753/0001-10),2.1,20202.0,9620.0,07.443.753/0001-10,K E COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA
PE 006/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,153488,"SISTEMA DE DRENAGEM DE TÓRAX, Aplicação: para uso hospitalar; Frasco coletor estéril, rígido, graduado e transparente; Capacidade: 500 ou 1000ml; Dreno tubular estéril, em PVC ou silicone grau médico, atóxico, flexível e radiopaco, n° 14; Extensão em PVC ou silicone grau médico, translúcida; Clamp para interrupção de fluxo.",unidade,-,"20,77",4500,93465,Encerrado com Vencedor,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA  (24.218.223/0001-98),20.77,93465.0,4500.0,24.218.223/0001-98,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA
PE 006/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,153485,"SISTEMA DE DRENAGEM DE TÓRAX, Aplicação: para uso hospitalar; Frasco coletor estéril, rígido, graduado e transparente; Capacidade: 500 ou 1000ml; Dreno tubular estéril, em PVC ou silicone grau médico, atóxico, flexível e radiopaco, n° 32; Extensão em PVC ou silicone grau médico, translúcida; Clamp para interrupção de fluxo.",unidade,-,"23,65",700,16555,Encerrado com Vencedor,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA  (24.218.223/0001-98),23.65,16555.0,700.0,24.218.223/0001-98,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA
PE 006/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,147448,"MICRONEBULIZADOR, Aplicação: nebulização contínua utilizando gás Oxigênio; Modelo: Infantil; Composição: 01 MICRONEBULIZADOR com copo autoclavável graduado em polipropileno com capacidade total aceitável de no mínimo 10mL ou superior e tampa em nylon, 01 MÁSCARA em PVC maleável e 01 EXTENSÃO em tubo de PCV com no mínimo 1,20m de comprimento.",conjunto,-,"6,15",13250,"81487,5",Encerrado com Vencedor,M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA (28.387.424/0001-70),6.15,81487.5,13250.0,28.387.424/0001-70,M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA
PE 006/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,153484,"SISTEMA DE DRENAGEM DE TÓRAX, Aplicação: para uso hospitalar; Frasco coletor estéril, rígido, graduado e transparente; Capacidade: 500 ou 1000ml; Dreno tubular estéril, em PVC ou silicone grau médico, atóxico, flexível e radiopaco, n° 18; Extensão em PVC ou silicone grau médico, translúcida; Clamp para interrupção de fluxo.",unidade,-,"20,77",4700,97619,Encerrado com Vencedor,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA  (24.218.223/0001-98),20.77,97619.0,4700.0,24.218.223/0001-98,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA
PE 007/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Material Hospitalar,Homologado Total,114867,"SONDA RETAL, Tamanho/Capacidade: n. 10; Material: PVC, transparente, flexível, siliconizado; Com filamento radiopaco contínuo, com conector universal para adaptação ao intermediário; Estéril e descartável.",unidade,1.2,"0,58",10420,"6043,6",Homologado,MAPEMI - BRASIL MATERIAIS MEDICOS E ODONTOLOGICOS LTDA (84.487.131/0001-35),0.58,6043.6,10420.0,84.487.131/0001-35,MAPEMI  BRASIL MATERIAIS MEDICOS E ODONTOLOGICOS LTDA
PE 007/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Material Hospitalar,Homologado Total,115948,"TALA, Tipo: ortopédica; Material: alumínio, forrada com espuma; Tamanho/Capacidade: 1,2cm x 25cm.",unidade,2.77,"2,73",3100,8463,Homologado,SD COMERCIO DE PRODUTOS HOSPITALARES LTDA (41.481.017/0001-95),2.73,8463.0,3100.0,41.481.017/0001-95,SD COMERCIO DE PRODUTOS HOSPITALARES LTDA
PE 007/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Material Hospitalar,Homologado Total,124857,"REANIMADOR, Tipo: Manual; Tamanho: Adulto (1500 a 1900ml); Composição: Balão em silicone, Máscara em silicone, Reservatório e extensão para oxigênio, Válvula unidirecional, Válvula para o reservatório; Características adicionais: Autoclavável com exceção do reservatório de oxigênio e da extensão, Fácil montagem.",unidade,156.15,125,2894,361750,Homologado,SD COMERCIO DE PRODUTOS HOSPITALARES LTDA (41.481.017/0001-95),125.0,361750.0,2894.0,41.481.017/0001-95,SD COMERCIO DE PRODUTOS HOSPITALARES LTDA
PE 007/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Material Hospitalar,Homologado Total,116582,"SONDA NASOGÁSTRICA, Tipo: longa; Tamanho/Capacidade: n. 22; Material: PVC, transparente, flexível; Em forma de cilindro reto e inteiriço, com 4 orifícios distribuídos ao longo de sua parede; Estéril e descartável. ",unidade,2.17,"1,43",18900,27027,Homologado, IDEAL HOSPITALAR COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS HOSPITALARES LTDA  (48.512.170/0001-81),1.43,27027.0,18900.0,48.512.170/0001-81,IDEAL HOSPITALAR COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS HOSPITALARES LTDA
PE 007/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Material Hospitalar,Homologado Total,116527,"ANUSCÓPIO, Aplicação: uso hospitalar; Tipo: fechado; Descartável; Não estéril; Embalagem individual.",unidade,5.48,"4,38",30560,"133852,8",Homologado,DECARES COMERCIO LTDA (01.708.499/0001-59),4.38,133852.8,30560.0,01.708.499/0001-59,DECARES COMERCIO LTDA
PE 007/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Material Hospitalar,Homologado Total,114872,"SONDA RETAL, Tamanho/Capacidade: n. 06; Material: PVC, transparente, flexível, siliconizado; Com filamento radiopaco contínuo, com conector universal para adaptação ao intermediário; Estéril e descartável.",unidade,1.2,"0,59",7600,4484,Homologado,MAPEMI - BRASIL MATERIAIS MEDICOS E ODONTOLOGICOS LTDA (84.487.131/0001-35),0.59,4484.0,7600.0,84.487.131/0001-35,MAPEMI  BRASIL MATERIAIS MEDICOS E ODONTOLOGICOS LTDA
PE 007/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Material Hospitalar,Homologado Total,118942,"ESPONJA PARA BANHO DE LEITO, Material: poliéster, impregnado com gel dermatológico, espumante, hidratante, macia, não irritante à pele, isenta de impurezas, não estéril e descartável; Tamanho: 18 a 20cm x 12 a 12,5cm, espessura mínima: 0,5cm.",unidade,3.28,"1,82",360100,655382,Homologado,DECARES COMERCIO LTDA (01.708.499/0001-59),1.82,655382.0,360100.0,01.708.499/0001-59,DECARES COMERCIO LTDA
PE 007/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Material Hospitalar,Homologado Total,114695,"PUNCH DESCARTÁVEL , Tamanho/Capacidade: diâmetro 6,0mm; Aplicação: uso em biópsia dermatológica;  Estéril; Embalagem individual. ",unidade,17.4,"7,9",4740,37446,Homologado,INSTRUMENTAL TECNICO LTDA (04.214.086/0001-06),7.9,37446.0,4740.0,04.214.086/0001-06,INSTRUMENTAL TECNICO LTDA
PE 007/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Material Hospitalar,Homologado Total,114850,"SONDA NASOGÁSTRICA, Tipo: longa; Tamanho/Capacidade: n. 04; Material: PVC, transparente, flexível; Em forma de cilindro reto e inteiriço, com 4 orifícios distribuídos ao longo de sua parede; Estéril e descartável. ",unidade,1.2,"0,72",11350,8172,Homologado,INSTRUMENTAL TECNICO LTDA (04.214.086/0001-06),0.72,8172.0,11350.0,04.214.086/0001-06,INSTRUMENTAL TECNICO LTDA
PE 007/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Material Hospitalar,Homologado Total,114724,"BANDAGEM, Tipo: elástica, autoaderente; Dimensões: 7,5cm x 4,5m (repouso); Material: algodão e rayon, com cobertura adesiva de borracha natural permeável; Hipoalergênica; O adesivo de borracha deverá ter alto poder de fixação de tubos endotraqueais. ",unidade,51.2,"17,3",12650,218845,Homologado,K. E. COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA (07.443.753/0001-10),17.3,218845.0,12650.0,07.443.753/0001-10,K E COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA
PE 009/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,116274,"TUBO ENDOTRAQUEAL COM BALÃO, Material: PVC siliconizado; Tamanho: 4,5; Descartável; Estéril; Livre de látex; Termosensível; Transparente; Extremidade atraumática com orifício murphy; Balão pré-moldado de baixa pressão, alto volume e balão de controle; Encaixe de seringa luer e luer-lock; Conector semi-montado; Com filamento radiopaco; Graduado 1/1.",unidade,-,"3,49",3770,"13157,3",Encerrado com Vencedor,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA  (24.218.223/0001-98),3.49,13157.3,3770.0,24.218.223/0001-98,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA
PE 009/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,117094,"TUBO ENDOTRAQUEAL ARAMADO SEM BALÃO, Material: PVC siliconizado, transparente; Graduado; Termosensível; Com filamento radiopaco; Descartável; Estéril; Encaixe de seringa luer e luer-lock; Conector semi-montado; Espiral em aço inox; Tamanho: 28FR (6,5mm).",unidade,-,"17,5",1080,18900,Encerrado com Vencedor,K. E. COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA (07.443.753/0001-10),17.5,18900.0,1080.0,07.443.753/0001-10,K E COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA
PE 009/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,105932,"CATETER ACESSO VENOSO CENTRAL, Modelo: Uni-lúmen; Tamanho: 22Ga x 10 a 15cm; Material: poliuretano; Estéril; Descartável; Radiopaco; Centimetrado; Maleável; Extremidade macia; Implantação da técnica Seldinger; Acompanha fio guia em aço inox ponta J, agulha em aço inox, seringa, dilatador de vaso e clamp para fixação.",unidade,-,85,14750,1253750,Encerrado com Vencedor,M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA (28.387.424/0001-70),85.0,1253750.0,14750.0,28.387.424/0001-70,M MED COMERCIAL DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA
PE 009/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,133941,"TUBO ENDOTRAQUEAL ARAMADO COM BALÃO, Material: PVC siliconizado; Tamanho: 7.5; Descartável; Estéril; Livre de látex; Termossensível; Transparente; Extremidade atraumática com orifício murphy; Balão pré-moldado de baixa pressão e balão de controle; Encaixe de seringa luer e luer-lock; Conector branco colocado; Radiopaco; Graduado; Espiral em aço inox.",unidade,-,12,4900,58800,Encerrado com Vencedor,K. E. COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA (07.443.753/0001-10),12.0,58800.0,4900.0,07.443.753/0001-10,K E COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA
PE 009/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,116272,"TUBO ENDOTRAQUEAL COM BALÃO, Material: PVC siliconizado; Tamanho: 8,5; Descartável; Estéril; Livre de látex; Termosensível; Transparente; Extremidade atraumática com orifício murphy; Balão pré-moldado de baixa pressão, alto volume e balão de controle; Encaixe de seringa luer e luer-lock; Conector semi-montado; Com filamento radiopaco; Graduado 1/1.",unidade,-,"3,3",13670,45111,Encerrado com Vencedor,A G INDUSTRIA E COMERCIO DE MATERIAIS HOSPITALAR LTDA (11.601.913/0001-80),3.3,45111.0,13670.0,11.601.913/0001-80,A G INDUSTRIA E COMERCIO DE MATERIAIS HOSPITALAR LTDA
PE 009/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,128066,"COLETOR DE URINA, Material: Polietileno atóxico; Graduado; Capacidade: 100ml; Tipo: saco; Infantil; Unissex; Estéril; Cor: transparente; Placa adesiva de substância hipo-alergênica com orifício, sem rebarbas e furos.",unidade,-,"0,34",182000,61880,Encerrado com Vencedor,A G INDUSTRIA E COMERCIO DE MATERIAIS HOSPITALAR LTDA (11.601.913/0001-80),0.34,61880.0,182000.0,11.601.913/0001-80,A G INDUSTRIA E COMERCIO DE MATERIAIS HOSPITALAR LTDA
PE 009/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição Materiais Hospitalares,Suspensão Recursal,119306,"TUBO ENDOTRAQUEAL COM BALÃO, Material: PVC siliconizado; Tamanho: 8,0; Descartável; Estéril; Livre de látex; Termosensível; Transparente; Extremidade atraumática com orifício murphy; Balão pré-moldado de baixa pressão, alto volume e balão de controle; Encaixe de seringa luer e luer-lock; Conector semi-montado; Com filamento radiopaco; Graduado 1/1.",unidade,-,"3,49",21750,"75907,5",Encerrado com Vencedor,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA  (24.218.223/0001-98),3.49,75907.5,21750.0,24.218.223/0001-98,NORTE GREEN COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALAR LTDA
PE 012/26,FUNDAÇÃO CENTRO DE CONTROLE DE ONCOLOGIA DO ESTADO DO AMAZONAS,AQUISIÇÃO MATERIAL PERMANENTE,Homologado Total,152626,"SUPORTE / APOIO PARA IMOBILIZAÇÃO, Aplicação: para pernas; Material: Poliuretano; Com níveis de alturas de calços de até 15mm.",unidade,5141.85,3190,4,12760,Homologado,V R P DE OLIVEIRA COMERCIO E REPRESENTACAO DE EQUIPAMENTO MEDICO-HOSPITALAR LTDA (45.030.413/0001-57),3190.0,12760.0,4.0,45.030.413/0001-57,V R P DE OLIVEIRA COMERCIO E REPRESENTACAO DE EQUIPAMENTO MEDICOHOSPITALAR LTDA
PE 013/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Farmacológico,Aguardando Homologação,104301,"METOPROLOL (SUCCINATO), Forma Farmacêutica: comprimido; Concentração: 25mg.",unidade,.7,"0,46",598700,275402,Encerrado com Vencedor,DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA (02.520.829/0001-40),0.46,275402.0,598700.0,02.520.829/0001-40,DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA
PE 013/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Farmacológico,Aguardando Homologação,115019,"GLICOSE, Forma Farmacêutica: solução injetável; Concentração: 5%; Forma de Apresentação: frasco ou bolsa com 250ml com sistema fechado.",unidade,6.81,"3,39",670050,"2271469,5",Encerrado com Vencedor,HALEX ISTAR INDÚSTRIA FARMACÊUTICA S/A (01.571.702/0001-98),3.39,2271469.5,670050.0,01.571.702/0001-98,HALEX ISTAR INDSTRIA FARMACUTICA SA
PE 013/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Farmacológico,Aguardando Homologação,115040,"MICAFUNGINA, Forma Farmacêutica: pó liofilizado para solução injetável; Concentração: 100mg; Forma de Apresentação: frasco ampola.",unidade,442.13,250,10700,2675000,Encerrado com Vencedor,ACCORD FARMACEUTICA LTDA - FILIAL (64.171.697/0004-99),250.0,2675000.0,10700.0,64.171.697/0004-99,ACCORD FARMACEUTICA LTDA  FILIAL
PE 013/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Farmacológico,Aguardando Homologação,111657,"OLEATO DE MONOETANOLAMINA, Forma Farmacêutica: solução injetável, Concentração: 50mg/ml, Forma De Apresentação: ampola de 2ml.",unidade,10,"8,09",680,"5501,2",Encerrado com Vencedor,ONMED DISTRIBUIDORA DE MEDICAMENTOS LTDA (34.707.920/0001-66),8.09,5501.2,680.0,34.707.920/0001-66,ONMED DISTRIBUIDORA DE MEDICAMENTOS LTDA
PE 013/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Farmacológico,Aguardando Homologação,119011,"HEPARINA SÓDICA, Forma Farmacêutica: solução injetável IV; Concentração: 5.000 UI/ml; Forma De Apresentação: frasco ampola com 5ml. ",unidade,23.19,"11,5",114700,1319050,Encerrado com Vencedor,UNI HOSPITALAR CEARA LTDA  (21.595.464/0001-68),11.5,1319050.0,114700.0,21.595.464/0001-68,UNI HOSPITALAR CEARA LTDA
PE 013/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Farmacológico,Aguardando Homologação,114988,"GLICOSE, Forma Farmacêutica: solução injetável; Concentração: 5%; Forma de Apresentação: frasco ou bolsa com 500ml com sistema fechado.",unidade,8.65,4,1457440,5829760,Encerrado com Vencedor,FRESENIUS KABI BRASIL LTDA - FILIAL 8 (49.324.221/0008-80),4.0,5829760.0,1457440.0,49.324.221/0008-80,FRESENIUS KABI BRASIL LTDA  FILIAL
PE 013/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Farmacológico,Aguardando Homologação,116194,"METRONIDAZOL, Forma Farmacêutica: geleia ginecológica; Concentração: 100mg/g; Forma de Apresentação: bisnaga com 50g + aplicadores.",unidade,11.49,"5,75",59300,340975,Encerrado com Vencedor,DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA (02.520.829/0001-40),5.75,340975.0,59300.0,02.520.829/0001-40,DIMASTER COMERCIO DE PRODUTOS HOSPITALARES LTDA
PE 013/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Farmacológico,Aguardando Homologação,115272,"DOMPERIDONA, Forma Farmacêutica: suspensão oral; Concentração: 1mg/ml; Forma De Apresentação: frasco com 100 ml. ",unidade,21.18,10,12500,125000,Encerrado com Vencedor,UNI HOSPITALAR CEARA LTDA  (21.595.464/0001-68),10.0,125000.0,12500.0,21.595.464/0001-68,UNI HOSPITALAR CEARA LTDA
PE 013/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Farmacológico,Aguardando Homologação,116440,"LORAZEPAM, Forma Farmacêutica: comprimido; Concentração: 1mg. ",unidade,1.13,"0,95",100500,95475,Encerrado com Vencedor,UNI HOSPITALAR CEARA LTDA  (21.595.464/0001-68),0.95,95475.0,100500.0,21.595.464/0001-68,UNI HOSPITALAR CEARA LTDA
PE 013/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Material Farmacológico,Aguardando Homologação,116483,"GLICERINA, Forma Farmacêutica: solução enema; Concentração: 12%; Forma De Apresentação: frasco com 500ml.",unidade,12.55,"8,2",49710,407622,Encerrado com Vencedor,W L COMERCIO DE PRODUTOS FARMACEUTICOS LTDA (13.741.966/0001-21),8.2,407622.0,49710.0,13.741.966/0001-21,W L COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
PE 014/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,Adjudicação,135003,"CIPROFIBRATO, Forma Farmacêutica: comprimido; Concentração: 100mg.",unidade,.77,"0,65",9400,6110,Encerrado com Vencedor,DECARES COMERCIO LTDA (01.708.499/0001-59),0.65,6110.0,9400.0,01.708.499/0001-59,DECARES COMERCIO LTDA
PE 014/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,Adjudicação,102326,"CLOBETASOL (PROPIONATO), Forma Farmacêutica: creme; Concentração: 0,5 mg/g; Forma De Apresentação: bisnaga 30g",unidade,11.3,"4,51",5400,24354,Encerrado com Vencedor,UNI HOSPITALAR CEARA LTDA  (21.595.464/0001-68),4.51,24354.0,5400.0,21.595.464/0001-68,UNI HOSPITALAR CEARA LTDA
PE 014/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,Adjudicação,116525,"ACITRETINA, Forma Farmacêutica: cápsula; Concentração: 10mg.",unidade,5.43,"3,76",70200,263952,Encerrado com Vencedor,CM HOSPITALAR S.A. FILIAL DF (12.420.164/0036-87),3.76,263952.0,70200.0,12.420.164/0036-87,CM HOSPITALAR SA FILIAL DF
PE 014/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,Adjudicação,135390,"CODEÍNA (FOSFATO), Forma Farmacêutica: comprimido; Concentração: 30mg.",unidade,1.17,"0,82",119170,"97719,4",Encerrado com Vencedor,M BRAZAO DA SILVA (04.378.537/0001-40),0.82,97719.4,119170.0,04.378.537/0001-40,M BRAZAO DA SILVA
PE 014/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,Adjudicação,116227,"GLIBENCLAMIDA, Forma Farmacêutica: comprimido; Concentração: 5mg.",unidade,.11,"0,03",966000,28980,Encerrado com Vencedor,UNI HOSPITALAR CEARA LTDA  (21.595.464/0001-68),0.03,28980.0,966000.0,21.595.464/0001-68,UNI HOSPITALAR CEARA LTDA
PE 014/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,Adjudicação,144643,"TAFAMIDIS MEGLUMINA, Forma Farmacêutica: cápsula; Concentração: 20mg.",unidade,1256.64,"845,39",4200,3550638,Encerrado com Vencedor,ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA (08.958.628/0002-97),845.39,3550638.0,4200.0,08.958.628/0002-97,ONCOEXO DISTRIBUIDORA DE MEDICAMENTOS LTDA
PE 014/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,Adjudicação,135396,"MORFINA (SULFATO), Forma Farmacêutica: solução oral; Concentração: 10mg/mL; Unidade de Fornecimento: frasco com 60mL + dosador.",unidade,47.79,"28,51",4030,"114895,3",Encerrado com Vencedor,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA FILIAL (44.734.671/0022-86),28.51,114895.3,4030.0,44.734.671/0022-86,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA FILIAL
PE 014/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,Adjudicação,142408,"TOCILIZUMABE, Forma Farmacêutica: solução injetável; Concentração: 20mg/mL; Unidade de Fornecimento: frasco ampola com 4mL.",unidade,1021.08,"731,29",10700,7824803,Encerrado com Vencedor,PONTUAL FARMACEUTICA NR 2006 LTDA  (07.724.173/0004-44),731.29,7824803.0,10700.0,07.724.173/0004-44,PONTUAL FARMACEUTICA NR  LTDA
PE 014/26,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,Adjudicação,116657,"CALCITRIOL, Forma Farmacêutica: cápsula; Concentração: 0,25mcg .",unidade,4.22,"0,82",257300,210986,Encerrado com Vencedor,CM HOSPITALAR S.A. FILIAL DF (12.420.164/0036-87),0.82,210986.0,257300.0,12.420.164/0036-87,CM HOSPITALAR SA FILIAL DF
